Year,Experiment,Plot,Subplot,BigBioPlot#,Block#,TreatmentCode,BigBioNumSp,FertTrt,Species,Mass g/m^2)
2021,E244,18,,78,,SoilDrenchFungicide,32,n,Sorghastrum nutans,21.6
2021,E244,19,,78,,Insecticide,32,n,Achillea millefolium(lanulosa),0.2
2021,E244,19,,78,,Insecticide,32,n,Andropogon gerardi,113.8
2021,E244,19,,78,,Insecticide,32,n,Asclepias tuberosa,0.4
2021,E244,19,,78,,Insecticide,32,n,Coreopsis palmata,21.8
2021,E244,19,,78,,Insecticide,32,n,Lespedeza capitata,2.6
2021,E244,19,,78,,Insecticide,32,n,Lupinus perennis,9.7
2021,E244,19,,78,,Insecticide,32,n,Petalostemum candidum,2.5
2021,E244,19,,78,,Insecticide,32,n,Poa pratensis,3.3
2021,E244,19,,78,,Insecticide,32,n,Schizachyrium scoparium,5.3
2021,E244,20,,78,,AllPesticides,32,n,Achillea millefolium(lanulosa),1.1
2021,E244,20,,78,,AllPesticides,32,n,Andropogon gerardi,247.2
2021,E244,20,,78,,AllPesticides,32,n,Koeleria cristata,2.1
2021,E244,20,,78,,AllPesticides,32,n,Lespedeza capitata,2.3
2021,E244,20,,78,,AllPesticides,32,n,Lupinus perennis,36.4
2021,E244,20,,78,,AllPesticides,32,n,Petalostemum purpureum,49.6
2021,E244,20,,78,,AllPesticides,32,n,Poa pratensis,2.5
2021,E244,20,,78,,AllPesticides,32,n,Schizachyrium scoparium,4.5
2021,E244,20,,78,,AllPesticides,32,n,Sorghastrum nutans,19.8
2021,E244,21,,82,,FoliarFungicide,16,n,Amorpha canescens,35.8
2021,E244,21,,82,,FoliarFungicide,16,n,Andropogon gerardi,122.5
2021,E244,21,,82,,FoliarFungicide,16,n,Lespedeza capitata,6.9
2021,E244,21,,82,,FoliarFungicide,16,n,Liatris aspera,90.3
2021,E244,21,,82,,FoliarFungicide,16,n,Lupinus perennis,7
2021,E244,21,,82,,FoliarFungicide,16,n,Miscellaneous litter,62.6
2021,E244,21,,82,,FoliarFungicide,16,n,Panicum virgatum,3.9
2021,E244,21,,82,,FoliarFungicide,16,n,Poa pratensis,2.6
2021,E244,21,,82,,FoliarFungicide,16,n,Real Weeds,1.3
2021,E244,21,,82,,FoliarFungicide,16,n,Schizachyrium scoparium,9.5
2021,E244,21,,82,,FoliarFungicide,16,n,Solidago rigida,16.5
2021,E244,22,,82,,SoilDrenchFungicide,16,n,Andropogon gerardi,136.8
2021,E244,22,,82,,SoilDrenchFungicide,16,n,Lespedeza capitata,22.1
2021,E244,22,,82,,SoilDrenchFungicide,16,n,Lupinus perennis,20.7
2021,E244,22,,82,,SoilDrenchFungicide,16,n,Miscellaneous litter,15.4
2021,E244,22,,82,,SoilDrenchFungicide,16,n,Poa pratensis,1
2021,E244,22,,82,,SoilDrenchFungicide,16,n,Real Weeds,0.5
2021,E244,22,,82,,SoilDrenchFungicide,16,n,Sorghastrum nutans,61.5
2021,E244,23,,82,,AllPesticides,16,n,Achillea millefolium(lanulosa),6.5
2021,E244,23,,82,,AllPesticides,16,n,Andropogon gerardi,127.4
2021,E244,23,,82,,AllPesticides,16,n,Lespedeza capitata,3.3
2021,E244,23,,82,,AllPesticides,16,n,Lupinus perennis,39.8
2021,E244,23,,82,,AllPesticides,16,n,Miscellaneous litter,0.6
2021,E244,23,,82,,AllPesticides,16,n,Poa pratensis,2.9
2021,E244,23,,82,,AllPesticides,16,n,Real Weeds,3
2021,E244,23,,82,,AllPesticides,16,n,Sorghastrum nutans,7.2
2021,E244,24,,82,,Control,16,n,Andropogon gerardi,33.6
2021,E244,24,,82,,Control,16,n,Asclepias tuberosa,250.9
2021,E244,24,,82,,Control,16,n,Liatris aspera,0.9
2021,E244,24,,82,,Control,16,n,Lupinus perennis,0.4
2021,E244,24,,82,,Control,16,n,Panicum virgatum,13
2021,E244,24,,82,,Control,16,n,Poa pratensis,0.5
2021,E244,24,,82,,Control,16,n,Real Weeds,30.1
2021,E244,24,,82,,Control,16,n,Schizachyrium scoparium,21.8
2021,E244,24,,82,,Control,16,n,Sorghastrum nutans,22.3
2021,E244,25,,82,,Insecticide,16,n,Andropogon gerardi,72.4
2021,E244,25,,82,,Insecticide,16,n,Lespedeza capitata,13.5
2021,E244,25,,82,,Insecticide,16,n,Lupinus perennis,8.6
2021,E244,25,,82,,Insecticide,16,n,Miscellaneous litter,1.2
2021,E244,25,,82,,Insecticide,16,n,Poa pratensis,0.7
2021,E244,25,,82,,Insecticide,16,n,Real Weeds,25.9
2021,E244,25,,82,,Insecticide,16,n,Schizachyrium scoparium,7.1
2021,E244,25,,82,,Insecticide,16,n,Sorghastrum nutans,5
2021,E244,26,,83,,AllPesticides,1,n,Lupinus perennis,57.2
2021,E244,26,,83,,AllPesticides,1,n,Real Weeds,19.2
2021,E244,27,,83,,SoilDrenchFungicide,1,n,Lupinus perennis,13.9
2021,E244,27,,83,,SoilDrenchFungicide,1,n,Miscellaneous litter,0.3
2021,E244,27,,83,,SoilDrenchFungicide,1,n,Real Weeds,9.9
2021,E244,28,,83,,Insecticide,1,n,Lupinus perennis,5.5
2021,E244,28,,83,,Insecticide,1,n,Real Weeds,17.6
2021,E244,29,,83,,Control,1,n,Lupinus perennis,5.5
2021,E244,29,,83,,Control,1,n,Real Weeds,21.7
2021,E244,30,,83,,FoliarFungicide,1,n,Lupinus perennis,134.1
2021,E244,30,,83,,FoliarFungicide,1,n,Real Weeds,30.6
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Amorpha canescens,0.1
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Andropogon gerardi,119.1
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Coreopsis palmata,41.9
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Lespedeza capitata,0.1
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Liatris aspera,18.3
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Lupinus perennis,63.6
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Miscellaneous litter,0.5
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Petalostemum candidum,15.3
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Petalostemum purpureum,13.9
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Poa pratensis,10.1
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Schizachyrium scoparium,4.5
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Solidago rigida,0.3
2021,E244,31,,105,,SoilDrenchFungicide,32,n,Sorghastrum nutans,6.8
2021,E244,32,,105,,Control,32,n,Andropogon gerardi,54.6
2021,E244,32,,105,,Control,32,n,Bouteloua gracilis,1.9
2021,E244,32,,105,,Control,32,n,Lespedeza capitata,0.2
2021,E244,32,,105,,Control,32,n,Lupinus perennis,1.1
2021,E244,32,,105,,Control,32,n,Petalostemum purpureum,0.3
2021,E244,32,,105,,Control,32,n,Poa pratensis,9.6
2021,E244,32,,105,,Control,32,n,Schizachyrium scoparium,27.5
2021,E244,32,,105,,Control,32,n,Solidago nemoralis,5
2021,E244,32,,105,,Control,32,n,Sorghastrum nutans,24
2021,E244,33,,105,,FoliarFungicide,32,n,Achillea millefolium(lanulosa),0.1
2021,E244,33,,105,,FoliarFungicide,32,n,Andropogon gerardi,5.8
2021,E244,33,,105,,FoliarFungicide,32,n,Coreopsis palmata,84.2
2021,E244,33,,105,,FoliarFungicide,32,n,Lespedeza capitata,14.1
2021,E244,33,,105,,FoliarFungicide,32,n,Lupinus perennis,71.4
2021,E244,33,,105,,FoliarFungicide,32,n,Miscellaneous litter,1.1
2021,E244,33,,105,,FoliarFungicide,32,n,Petalostemum purpureum,0.6
2021,E244,33,,105,,FoliarFungicide,32,n,Poa pratensis,17.4
2021,E244,33,,105,,FoliarFungicide,32,n,Schizachyrium scoparium,4
2021,E244,33,,105,,FoliarFungicide,32,n,Solidago rigida,78.7
2021,E244,34,,105,,AllPesticides,32,n,Achillea millefolium(lanulosa),0.7
2021,E244,34,,105,,AllPesticides,32,n,Andropogon gerardi,333.5
2021,E244,34,,105,,AllPesticides,32,n,Lupinus perennis,77.3
2021,E244,34,,105,,AllPesticides,32,n,Panicum virgatum,0.1
2021,E244,34,,105,,AllPesticides,32,n,Poa pratensis,7.7
2021,E244,34,,105,,AllPesticides,32,n,Schizachyrium scoparium,1
2021,E244,34,,105,,AllPesticides,32,n,Sorghastrum nutans,40.5
2021,E244,35,,105,,Insecticide,32,n,Amorpha canescens,27.3
2021,E244,35,,105,,Insecticide,32,n,Andropogon gerardi,185.2
2021,E244,35,,105,,Insecticide,32,n,Lespedeza capitata,0.2
2021,E244,35,,105,,Insecticide,32,n,Liatris aspera,1.9
2021,E244,35,,105,,Insecticide,32,n,Lupinus perennis,118.7
2021,E244,35,,105,,Insecticide,32,n,Petalostemum purpureum,26.5
2021,E244,35,,105,,Insecticide,32,n,Poa pratensis,4.9
2021,E244,35,,105,,Insecticide,32,n,Real Weeds,0.3
2021,E244,36,,108,,AllPesticides,16,n,Achillea millefolium(lanulosa),4.8
2021,E244,36,,108,,AllPesticides,16,n,Amorpha canescens,77.2
2021,E244,36,,108,,AllPesticides,16,n,Andropogon gerardi,17.4
2021,E244,36,,108,,AllPesticides,16,n,Koeleria cristata,5
2021,E244,36,,108,,AllPesticides,16,n,Lupinus perennis,11.5
2021,E244,36,,108,,AllPesticides,16,n,Petalostemum purpureum,95
2021,E244,36,,108,,AllPesticides,16,n,Poa pratensis,4.4
2021,E244,36,,108,,AllPesticides,16,n,Real Weeds,0.3
2021,E244,36,,108,,AllPesticides,16,n,Schizachyrium scoparium,0.9
2021,E244,36,,108,,AllPesticides,16,n,Sorghastrum nutans,48
2021,E244,37,,108,,Control,16,n,Achillea millefolium(lanulosa),0.2
2021,E244,37,,108,,Control,16,n,Amorpha canescens,105.3
2021,E244,37,,108,,Control,16,n,Andropogon gerardi,95.5
2021,E244,37,,108,,Control,16,n,Lupinus perennis,6
2021,E244,37,,108,,Control,16,n,Miscellaneous litter,66.5
2021,E244,37,,108,,Control,16,n,Petalostemum purpureum,22
2021,E244,37,,108,,Control,16,n,Poa pratensis,11.7
2021,E244,37,,108,,Control,16,n,Schizachyrium scoparium,5.1
2021,E244,37,,108,,Control,16,n,Sorghastrum nutans,7.8
2021,E244,38,,108,,SoilDrenchFungicide,16,n,Amorpha canescens,12.3
2021,E244,38,,108,,SoilDrenchFungicide,16,n,Andropogon gerardi,56.4
2021,E244,38,,108,,SoilDrenchFungicide,16,n,Lupinus perennis,3.5
2021,E244,38,,108,,SoilDrenchFungicide,16,n,Petalostemum purpureum,55.8
2021,E244,38,,108,,SoilDrenchFungicide,16,n,Poa pratensis,4.8
2021,E244,38,,108,,SoilDrenchFungicide,16,n,Real Weeds,0.1
2021,E244,38,,108,,SoilDrenchFungicide,16,n,Schizachyrium scoparium,21
2021,E244,38,,108,,SoilDrenchFungicide,16,n,Sorghastrum nutans,31
2021,E244,39,,108,,Insecticide,16,n,Achillea millefolium(lanulosa),1.8
2021,E244,39,,108,,Insecticide,16,n,Andropogon gerardi,139.3
2021,E244,39,,108,,Insecticide,16,n,Lupinus perennis,50.8
2021,E244,39,,108,,Insecticide,16,n,Monarda fistulosa,102
2021,E244,39,,108,,Insecticide,16,n,Poa pratensis,1.4
2021,E244,39,,108,,Insecticide,16,n,Solidago rigida,37.6
2021,E244,39,,108,,Insecticide,16,n,Sorghastrum nutans,45.5
2021,E244,40,,108,,FoliarFungicide,16,n,Amorpha canescens,10.6
2021,E244,40,,108,,FoliarFungicide,16,n,Andropogon gerardi,72.1
2021,E244,40,,108,,FoliarFungicide,16,n,Lupinus perennis,98.1
2021,E244,40,,108,,FoliarFungicide,16,n,Miscellaneous litter,0.3
2021,E244,40,,108,,FoliarFungicide,16,n,Petalostemum purpureum,88.2
2021,E244,40,,108,,FoliarFungicide,16,n,Poa pratensis,20.3
2021,E244,40,,108,,FoliarFungicide,16,n,Solidago rigida,44.6
2021,E244,40,,108,,FoliarFungicide,16,n,Sorghastrum nutans,32
2021,E244,41,,109,,Insecticide,1,n,Andropogon gerardi,23.3
2021,E244,41,,109,,Insecticide,1,n,Miscellaneous litter,1.5
2021,E244,41,,109,,Insecticide,1,n,Real Weeds,3.2
2021,E244,42,,109,,AllPesticides,1,n,Andropogon gerardi,200.2
2021,E244,42,,109,,AllPesticides,1,n,Real Weeds,77
2021,E244,43,,109,,FoliarFungicide,1,n,Andropogon gerardi,59.6
2021,E244,43,,109,,FoliarFungicide,1,n,Real Weeds,40.9
2021,E244,44,,109,,Control,1,n,Andropogon gerardi,52.8
2021,E244,44,,109,,Control,1,n,Real Weeds,14.5
2021,E244,45,,109,,SoilDrenchFungicide,1,n,Andropogon gerardi,232.2
2021,E244,45,,109,,SoilDrenchFungicide,1,n,Real Weeds,31.6
2021,E244,46,,110,,SoilDrenchFungicide,4,n,Lespedeza capitata,6.5
2021,E244,46,,110,,SoilDrenchFungicide,4,n,Lupinus perennis,20.1
2021,E244,46,,110,,SoilDrenchFungicide,4,n,Panicum virgatum,54
2021,E244,46,,110,,SoilDrenchFungicide,4,n,Real Weeds,174.3
2021,E244,47,,110,,Control,4,n,Lespedeza capitata,29.8
2021,E244,47,,110,,Control,4,n,Lupinus perennis,39.5
2021,E244,47,,110,,Control,4,n,Panicum virgatum,50.6
2021,E244,47,,110,,Control,4,n,Real Weeds,138.9
2021,E244,48,,110,,Insecticide,4,n,Lupinus perennis,27.8
2021,E244,48,,110,,Insecticide,4,n,Miscellaneous litter,4.3
2021,E244,48,,110,,Insecticide,4,n,Panicum virgatum,12
2021,E244,48,,110,,Insecticide,4,n,Real Weeds,183.2
2021,E244,49,,110,,FoliarFungicide,4,n,Lespedeza capitata,35.7
2021,E244,49,,110,,FoliarFungicide,4,n,Lupinus perennis,75.7
2021,E244,49,,110,,FoliarFungicide,4,n,Panicum virgatum,100.9
2021,E244,49,,110,,FoliarFungicide,4,n,Real Weeds,98.2
2021,E244,50,,110,,AllPesticides,4,n,Lespedeza capitata,7.2
2021,E244,50,,110,,AllPesticides,4,n,Lupinus perennis,80.1
2021,E244,50,,110,,AllPesticides,4,n,Real Weeds,206
2021,E244,51,,137,,Control,1,n,Amorpha canescens,309.8
2021,E244,51,,137,,Control,1,n,Miscellaneous litter,0.9
2021,E244,51,,137,,Control,1,n,Real Weeds,7.7
2021,E244,52,,137,,SoilDrenchFungicide,1,n,Amorpha canescens,174.3
2021,E244,52,,137,,SoilDrenchFungicide,1,n,Miscellaneous litter,9
2021,E244,52,,137,,SoilDrenchFungicide,1,n,Real Weeds,16.5
2021,E244,53,,137,,FoliarFungicide,1,n,Amorpha canescens,342.4
2021,E244,53,,137,,FoliarFungicide,1,n,Real Weeds,11.3
2021,E244,54,,137,,Insecticide,1,n,Amorpha canescens,180.1
2021,E244,54,,137,,Insecticide,1,n,Miscellaneous litter,1.9
2021,E244,54,,137,,Insecticide,1,n,Real Weeds,15.2
2021,E244,55,,137,,AllPesticides,1,n,Amorpha canescens,424.9
2021,E244,55,,137,,AllPesticides,1,n,Real Weeds,8.5
2021,E244,56,,138,,FoliarFungicide,4,n,Koeleria cristata,0.3
2021,E244,56,,138,,FoliarFungicide,4,n,Liatris aspera,395.5
2021,E244,56,,138,,FoliarFungicide,4,n,Real Weeds,33.4
2021,E244,57,,138,,Insecticide,4,n,Koeleria cristata,1.8
2021,E244,57,,138,,Insecticide,4,n,Liatris aspera,140.4
2021,E244,57,,138,,Insecticide,4,n,Real Weeds,14.3
2021,E244,58,,138,,SoilDrenchFungicide,4,n,Liatris aspera,78.9
2021,E244,58,,138,,SoilDrenchFungicide,4,n,Real Weeds,14.9
2021,E244,59,,138,,Control,4,n,Achillea millefolium(lanulosa),1.4
2021,E244,59,,138,,Control,4,n,Koeleria cristata,8.8
2021,E244,59,,138,,Control,4,n,Liatris aspera,95.9
2021,E244,59,,138,,Control,4,n,Real Weeds,17.5
2021,E244,60,,138,,AllPesticides,4,n,Achillea millefolium(lanulosa),1.4
2021,E244,60,,138,,AllPesticides,4,n,Koeleria cristata,19.5
2021,E244,60,,138,,AllPesticides,4,n,Liatris aspera,6.8
2021,E244,60,,138,,AllPesticides,4,n,Miscellaneous litter,2.1
2021,E244,60,,138,,AllPesticides,4,n,Real Weeds,23.7
2021,E244,61,,167,,Insecticide,1,n,Liatris aspera,90.7
2021,E244,61,,167,,Insecticide,1,n,Real Weeds,10
2021,E244,62,,167,,FoliarFungicide,1,n,Liatris aspera,301.8
2021,E244,62,,167,,FoliarFungicide,1,n,Real Weeds,8.5
2021,E244,63,,167,,SoilDrenchFungicide,1,n,Liatris aspera,233.2
2021,E244,63,,167,,SoilDrenchFungicide,1,n,Real Weeds,8
2021,E244,64,,167,,Control,1,n,Liatris aspera,132.8
2021,E244,64,,167,,Control,1,n,Real Weeds,2.5
2021,E244,65,,167,,AllPesticides,1,n,Liatris aspera,157.3
2021,E244,65,,167,,AllPesticides,1,n,Miscellaneous litter,12
2021,E244,65,,167,,AllPesticides,1,n,Real Weeds,9.4
2021,E244,66,,176,,SoilDrenchFungicide,4,n,Liatris aspera,3.1
2021,E244,66,,176,,SoilDrenchFungicide,4,n,Panicum virgatum,10.7
2021,E244,66,,176,,SoilDrenchFungicide,4,n,Poa pratensis,0.6
2021,E244,66,,176,,SoilDrenchFungicide,4,n,Real Weeds,6.1
2021,E244,67,,176,,AllPesticides,4,n,Liatris aspera,68.8
2021,E244,67,,176,,AllPesticides,4,n,Panicum virgatum,53.7
2021,E244,67,,176,,AllPesticides,4,n,Real Weeds,12.1
2021,E244,68,,176,,Insecticide,4,n,Liatris aspera,176.7
2021,E244,68,,176,,Insecticide,4,n,Panicum virgatum,8.3
2021,E244,68,,176,,Insecticide,4,n,Real Weeds,12.1
2021,E244,69,,176,,Control,4,n,Liatris aspera,66.5
2021,E244,69,,176,,Control,4,n,Miscellaneous litter,0.5
2021,E244,69,,176,,Control,4,n,Panicum virgatum,14.1
2021,E244,69,,176,,Control,4,n,Poa pratensis,0.6
2021,E244,69,,176,,Control,4,n,Real Weeds,2.7
2021,E244,70,,176,,FoliarFungicide,4,n,Liatris aspera,229.4
2021,E244,70,,176,,FoliarFungicide,4,n,Miscellaneous litter,25.7
2021,E244,70,,176,,FoliarFungicide,4,n,Panicum virgatum,16.5
2021,E244,70,,176,,FoliarFungicide,4,n,Poa pratensis,0.9
2021,E244,70,,176,,FoliarFungicide,4,n,Real Weeds,11.9
2021,E244,71,,201,,SoilDrenchFungicide,4,n,Miscellaneous litter,2.3
2021,E244,71,,201,,SoilDrenchFungicide,4,n,Petalostemum purpureum,74.5
2021,E244,71,,201,,SoilDrenchFungicide,4,n,Real Weeds,42.1
2021,E244,71,,201,,SoilDrenchFungicide,4,n,Sorghastrum nutans,141
2021,E244,72,,201,,FoliarFungicide,4,n,Petalostemum purpureum,144.4
