"","Plot","Treatment","Subplot","Year","CWM_LeafArea_Biom","CWM_Nmass_Biom","CWM_LMA_Biom","CWM_PlantHeight_Biom","CWM_DiasporeMass_Biom","CWM_LDMC_Biom"
"20",1,"Insecticide","",2017,1279.02114372965,13.6067980258114,64.30097941504,1.15275850045806,1.76522604026058,0.33713629751046
"21",1,"Insecticide","",2018,1167.34886065227,14.4155445418086,70.6433086656417,1.01660660978966,1.65670846736045,0.340361256213313
"22",2,"Control","East",2019,879.780606435644,14.3850726012067,65.7785645646349,1.0153438613979,1.86691207667732,0.273074579599057
"23",2,"Control","East",2020,1426.06913773369,16.2314100284478,66.0201360661176,1.01181303050363,4.1143443290403,0.27752060137037
"24",2,"Control","East",2021,1002.64442329873,14.4987617214003,65.0695718386422,0.985615026399254,2.44643155487805,NA
"25",2,"Control","East",2022,722.931381173293,17.7603548418703,65.8744600224633,0.806056400866287,2.12685745886755,0.337631202521077
"26",2,"Control","East",2023,1157.0886502943,13.337884986877,65.1126259120335,1.05819516965872,1.99005037885463,0.44
"27",2,"Control","East",2024,1214.39145105199,14.6498709783994,62.1695750355507,1.09417992342295,1.52261620756465,0.339652845502336
"28",2,"Control","West",2019,620.023336614173,15.4979267320054,68.7825694616191,0.747561622099409,2.46890784190715,0.2874432096
"29",2,"Control","West",2020,905.5827843987,15.0805592789545,57.2861302765981,0.805420965494041,1.05808195652174,NA
"30",2,"Control","West",2021,1663.13543381887,16.096876539012,61.4150536564914,0.944834943945535,2.31417959750173,0.486068781
"31",2,"Control","West",2022,611.346414905107,18.0303899809836,61.0139496668863,0.592351671597207,3.45312290459637,0.415411118538462
"32",2,"Control","West",2023,449.851311921611,17.3405302444366,47.9302189758683,0.374979932640174,0.268327000544366,NA
"33",2,"Control","West",2024,481.891054901136,25.4738298317529,50.1395499259816,0.406497023259361,0.545336074884308,0.230204730900984
"34",2,"Control","",2009,680.785531286895,16.072349909758,59.6572166655903,0.668606160058441,2.05256846793349,0.356563781
"35",2,"Control","",2010,1197.86755215577,13.9560401839915,63.8669577073296,1.10614681508901,1.68111550632911,0.32199044965051
"36",2,"Control","",2011,1275.08738001811,13.5672151679384,63.1340482130546,1.13490508372427,1.68300445368171,0.356563781
"37",2,"Control","",2012,1297.14088886649,13.4080195723073,64.0473121776746,1.16893452075836,1.73084523378972,0.356563781
"38",2,"Control","",2013,1271.08458601459,13.4245557364865,64.3460698822179,1.09973315354599,1.73449930780878,0.356563781
"39",2,"Control","",2014,952.377315589354,16.0264440588495,66.4030634756243,0.985814854056274,2.04769313387035,0.354988513654388
"40",2,"Control","",2015,1290.88320970509,13.7009381344106,62.3955306106862,1.10212046027167,1.64355644420634,0.219856645467354
"41",2,"Control","",2016,1098.36578018576,15.0739457800898,64.988366300452,1.03212759340585,2.48915284780579,0.357563017155689
"42",2,"Control","",2017,1080.70183652138,15.1411418932434,65.9767976504035,1.02901400900255,2.15653303663838,0.359778444120567
"43",2,"Control","",2018,1016.70994129358,14.3852286956976,65.2989381768641,0.96668450369875,2.64950205002921,0.35364096161017
"44",3,"FoliarFungicide","East",2019,975.676460254721,14.3651087111375,81.4240604972991,0.819360322596803,1.90935368043088,0.428818794976351
"45",3,"FoliarFungicide","East",2020,944.964346863469,15.2656233285793,71.6761134074723,0.907876853979607,2.27243077493511,0.356563781
"46",3,"FoliarFungicide","East",2021,943.731383037694,14.8128032825178,64.8258093726988,0.874509845638982,2.58077560062403,0.355950820517647
"47",3,"FoliarFungicide","East",2022,2848.42279203713,15.4460378391635,64.9916163533876,1.56067293299864,4.02617168795464,0.341535613684211
"48",3,"FoliarFungicide","East",2023,904.778312630428,14.3834608104666,74.4301425893451,0.914573070758961,1.35509942751892,0.376832314798618
"49",3,"FoliarFungicide","East",2024,2057.56166880006,13.8516977796303,84.4625538423915,1.07123778952204,1.22391900213094,0.264043466789785
"50",3,"FoliarFungicide","West",2019,1686.1033858668,15.502751215247,67.1286137242168,1.13509368855565,2.68222410310922,0.382271776950481
"51",3,"FoliarFungicide","West",2020,974.777893420065,18.3680355122492,60.3677797932449,0.669860842395297,3.51944220665499,NA
"52",3,"FoliarFungicide","West",2021,673.360391834047,16.4793592037833,52.8693128122786,0.561355780740204,0.807375440414508,0.356563781
"53",3,"FoliarFungicide","West",2022,577.360155215093,18.1939821975005,60.1324857632799,0.561944200181776,3.30056638455877,0.356563781
"54",3,"FoliarFungicide","West",2023,495.061895164705,19.0425650604378,58.600356130315,0.444280940171056,1.76751078838174,0.356563781
"55",3,"FoliarFungicide","West",2024,452.856806131495,17.7726508315254,50.9401153797458,0.400101920549575,1.09278789430034,0.356563781
"56",3,"FoliarFungicide","",2009,1124.06621068032,14.2642003646436,61.2707346538771,1.02295213305381,1.46761182156134,0.355670210100629
"57",3,"FoliarFungicide","",2010,1185.3670885866,14.4718895756961,63.7211886027166,1.07997132438247,1.8353830988247,0.34081758195414
"58",3,"FoliarFungicide","",2011,1527.91008565311,13.414985142378,64.1990322957265,1.25013475831151,2.02446191856032,0.363166647251799
"59",3,"FoliarFungicide","",2012,1228.94514989081,13.8269560867954,62.4192247710961,1.10352509659237,1.73854123076923,0.356563781
"60",3,"FoliarFungicide","",2013,1678.91563715187,15.2171984832081,65.6244872684695,1.24954018227759,2.55680369445175,0.346297215966707
"61",3,"FoliarFungicide","",2014,3290.08482800609,16.5100779549559,75.7624030590137,1.51027051270958,4.17589579383886,0.406971193111727
"62",3,"FoliarFungicide","",2015,1190.36924344112,13.8822537614381,66.7689042087288,1.08766915867826,1.81046158139535,0.385955910791284
"63",3,"FoliarFungicide","",2016,1220.32207274827,13.5757406280803,64.7830641156467,1.09736362183689,1.71432260097393,0.40623825641875
"64",3,"FoliarFungicide","",2017,944.631025481399,14.866079056591,74.9539367995439,0.903930733163281,1.58792021526502,0.399172776021902
"65",3,"FoliarFungicide","",2018,709.990240889438,16.5675852062014,65.82446082542,0.725298624352505,3.21767064559516,0.426825860157895
"66",4,"SoilDrenchFungicide","East",2019,990.277331786543,14.2462865196984,62.7253865593445,0.842283342958038,1.69694660271783,0.356563781
"67",4,"SoilDrenchFungicide","East",2020,1022.37051651143,15.1851447845809,66.0733090292718,0.987871077392041,1.99615528531338,0.356563781
"68",4,"SoilDrenchFungicide","East",2021,1166.42665333333,13.6734028040579,63.9169079782121,1.07823014929517,1.75063089133089,0.306905489
"69",4,"SoilDrenchFungicide","East",2022,1002.63039463008,15.1011796786707,63.8574711225217,0.903072047588478,2.28174236350138,0.259311064672316
"70",4,"SoilDrenchFungicide","East",2023,893.482782663814,16.6615597639117,67.3551231559773,0.965031493007771,2.10205566172957,0.356563781
"71",4,"SoilDrenchFungicide","East",2024,1153.75550817342,14.3968143265339,66.692009997785,1.06623171160522,1.64881719897095,0.380284217017893
"72",4,"SoilDrenchFungicide","West",2019,923.195676542744,15.7577596342744,63.3496731182525,0.881111665072278,2.59640287893232,0.278905498625
"73",4,"SoilDrenchFungicide","West",2020,798.46204029147,16.4211402435962,58.7721302604672,0.726133608430776,2.21951213425129,0.230916111
"74",4,"SoilDrenchFungicide","West",2021,562.068262668046,17.0756240728999,51.7821552799278,0.490392394793175,0.998662022703818,NA
"75",4,"SoilDrenchFungicide","West",2022,533.126165813312,18.4113256074655,61.9498461426054,0.541837336358409,3.86543330051201,NA
"76",4,"SoilDrenchFungicide","West",2023,1167.5466893733,13.9513823369755,60.0532791481426,1.02862101948683,1.37240803814714,NA
"77",4,"SoilDrenchFungicide","West",2024,1239.84064825498,14.0476914595335,62.5414563098991,1.10931363492623,1.77181644072685,0.230916111
"78",4,"SoilDrenchFungicide","",2009,704.38372214941,17.126497927346,62.7322449577589,0.761935677063087,1.68412796610169,0.353098469463415
"79",4,"SoilDrenchFungicide","",2010,1064.15841659842,14.0611143001583,64.2903126107043,1.002051761279,1.96935082056893,0.246935869734568
"80",4,"SoilDrenchFungicide","",2011,996.485535262206,14.7721529769277,66.4080580811808,0.979055053189873,2.64018141025641,0.353658168638298
"81",4,"SoilDrenchFungicide","",2012,933.041240487062,16.2519555188842,63.9059431285084,0.922386240630898,2.07063929227174,0.326118543928571
"82",4,"SoilDrenchFungicide","",2013,1119.18575393538,14.6603266966052,64.518904943285,1.06508050036019,1.9836201761745,0.324661655283436
"83",4,"SoilDrenchFungicide","",2014,671.040034448819,18.2882809880955,66.5400986942421,0.81424123238878,2.17052280790674,0.356563781
"84",4,"SoilDrenchFungicide","",2015,1279.64517637733,13.5596702055291,63.8477090922671,1.15812643322949,1.71084746580853,0.356563781
"85",4,"SoilDrenchFungicide","",2016,828.85481245012,17.0557188167199,67.0399363207322,0.901543515848164,2.36191123232323,0.35660401061379
"86",4,"SoilDrenchFungicide","",2017,761.274587448025,17.5060653041197,68.1736639899461,0.869922757054574,2.51800957110906,0.356563781
"87",4,"SoilDrenchFungicide","",2018,1179.75222406181,13.7080905781954,63.520881283957,1.04772967703677,1.89917888471178,0.214486008
"88",5,"AllPesticides","East",2019,1132.18533377071,13.9817264815886,63.2639588241305,1.04773842547802,1.6746848513302,0.331364276130081
"89",5,"AllPesticides","East",2020,1035.4672601432,14.3457262939509,62.3092368722495,0.97078757567027,1.54167032136106,0.309890083696203
"90",5,"AllPesticides","East",2021,1122.96215155616,14.4431518396076,62.9904386213193,1.03886329271177,1.64410421561852,0.356563781
"91",5,"AllPesticides","East",2022,1243.16488154762,13.5205520109705,64.5607986861633,1.11148438547732,1.57074438553643,0.405027637203252
"92",5,"AllPesticides","East",2023,997.99728504527,14.5502155629947,66.2054306860223,0.970226197522073,2.63918998570274,0.364388674035827
"93",5,"AllPesticides","East",2024,714.484042711038,17.693121331816,67.5148365878252,0.842940575614965,2.18495844669408,0.355817749223978
"94",5,"AllPesticides","West",2019,688.942626893164,14.7870908074968,64.3771014764638,0.807003619610861,2.03570908820246,0.27183728096425
"95",5,"AllPesticides","West",2020,466.488288288288,16.1607328662387,57.2623618834234,0.500473996256757,0.429450683148992,0.270799241712435
"96",5,"AllPesticides","West",2021,1246.85625561798,16.3729161446376,53.3668976922472,0.778725545471629,1.31597971509972,NA
"97",5,"AllPesticides","West",2022,555.613470586464,17.5361487275132,58.0314709798256,0.571547335227348,2.50099430869631,0.211166605
"98",5,"AllPesticides","West",2023,440.854495751162,17.3678463473465,47.8894076927385,0.366055718165785,0.255,NA
"99",5,"AllPesticides","West",2024,962.813880719794,18.3007407845974,55.8722436776915,0.695164470174704,1.82522177892031,0.230916111
"100",5,"AllPesticides","",2009,1017.98464488897,14.8724960033762,60.7025057324225,0.930398569426127,1.42410062869118,0.355261794579737
"101",5,"AllPesticides","",2010,1205.43380156076,13.7417293849719,62.1505865983166,1.07529962418283,1.52500126291619,0.273903836097561
"102",5,"AllPesticides","",2011,1157.59803674541,13.9826278657756,62.9197754129055,1.0673631952608,1.82874959390863,0.311661711941176
"103",5,"AllPesticides","",2012,1272.32045796419,13.7002536215093,63.5125968887578,1.15508837176066,1.73957106414973,0.332971530870849
"104",5,"AllPesticides","",2013,1367.7645019799,12.7795162513903,64.01418774067,1.17959054345631,1.53148690732759,0.335403261617021
"105",5,"AllPesticides","",2014,793.707737763125,15.3200899979254,68.2585232502232,0.862018573783859,2.28434179257362,0.354352417106464
"106",5,"AllPesticides","",2015,1079.93189082539,15.1335603077973,64.0809812024161,1.04531898644331,1.79774327194292,0.350975990259939
"107",5,"AllPesticides","",2016,1335.92373147732,13.1635776959362,64.0481101172833,1.20864470255462,1.72290363594786,0.322399417240437
"108",5,"AllPesticides","",2017,1296.53956725797,13.4668772495187,63.4807423436091,1.10288676198968,1.78193278519283,0.22
"109",5,"AllPesticides","",2018,1195.62512117127,14.1661975816869,63.0467561220731,1.02640417044752,1.67727725503862,0.308178161712074
"110",6,"Fenced","East",2019,564.910691325407,14.9735859162924,67.0861421742052,0.625146053673051,2.30595025967894,0.356563781
"111",6,"Fenced","East",2020,927.342606060606,14.619212491596,64.3135203580269,0.818558677789899,1.59644848762603,0.36796500347205
"112",6,"Fenced","East",2021,1202.1745976155,13.9326938214065,64.6937677331591,1.10597702114978,1.81269061538462,0.3571392032
"113",6,"Fenced","East",2022,1159.50055693288,13.6437945950912,65.7914503481539,1.0474556787264,1.8978874966048,0.435633244613084
"114",6,"Fenced","East",2023,948.290881950151,14.2294424030671,78.0330164187254,0.847379197625034,1.99020519808562,0.439179700094101
"115",6,"Fenced","East",2024,1017.21950298401,13.6634154360477,85.224105690963,0.809107282429697,1.19893419085944,0.439542495734975
"116",6,"Fenced","West",2019,698.562586657946,15.8007244857227,59.1486739081622,0.632178529234794,1.75331033707865,0.486068781
"117",6,"Fenced","West",2020,530.489959150327,18.0082519601498,58.0759323448339,0.506110058023693,2.77467580335073,NA
"118",6,"Fenced","West",2021,447.699138832998,16.9399002120483,61.9661783785151,0.512529604728773,3.09484241448692,0.356563781
"119",6,"Fenced","West",2022,551.652757341886,17.4219191460626,57.0969215636694,0.507091615111289,2.23669596070963,0.230916111
"120",6,"Fenced","West",2023,838.108484848485,15.492701902785,54.4528696661905,0.729805240467532,0.855561183261183,NA
"121",6,"Fenced","West",2024,947.174877445295,17.0682616706338,59.4469044761886,0.742076585365087,2.84069202299028,0.22
"122",6,"Fenced","",2009,1214.43422310757,13.6370495705337,61.205750608008,1.07295492967463,1.45134576844956,NA
"123",6,"Fenced","",2010,1327.16078826764,13.354568647461,63.8621863471402,1.18193885604125,1.71511445060018,0.310686947208333
"124",6,"Fenced","",2011,1352.488242082,13.074906216138,63.4093011736018,1.19947983552075,1.67590264001974,0.356563781
"125",6,"Fenced","",2012,1284.27522763955,13.7275583515912,62.9201017279776,1.15746906148765,1.74224412356455,0.300167388466396
"126",6,"Fenced","",2013,1273.45638155579,13.9222676831433,63.8865884879937,1.16837292360511,1.82485234708393,0.327963709811688
"127",6,"Fenced","",2014,1024.91857142857,15.4627069125943,65.1626145032457,0.999036771134243,1.87186988505747,0.355352137866667
"128",6,"Fenced","",2015,1226.86505747126,13.3389641751967,63.5463705239574,1.10220619049628,1.58965404913558,0.342757864133333
"129",6,"Fenced","",2016,919.992433173406,15.5111982964222,65.3081412154901,0.888547637866347,2.14553597806216,0.363944677296154
"130",6,"Fenced","",2017,1167.47329375323,14.0460363053691,64.3007193762416,1.09636576905731,1.94433721545791,0.31149065644
"131",6,"Fenced","",2018,1037.2811026936,14.0410873843729,63.3097858091414,0.94332557088983,1.93656258570029,0.218015621272727
"132",7,"AllPesticides","East",2019,890.855251080811,13.3488309190788,61.2121866167941,1.03942611829707,0.802507130787428,0.30471396223125
"133",7,"AllPesticides","East",2020,902.766053327906,14.1103156642215,85.1187969919255,0.898625680480562,1.24321203022876,0.374613308657895
"134",7,"AllPesticides","East",2021,754.372890365448,15.7016687560354,90.494439608516,0.612540103537837,2.01666618678479,0.43139935543839
"135",7,"AllPesticides","East",2022,767.072061716386,17.3280812695574,72.7672974254691,0.688520239845447,2.81349528572201,0.424934154542606
"136",7,"AllPesticides","East",2023,484.674654540861,20.1112310412602,53.392930700704,0.626391720100333,0.302545387562629,0.306905489
"137",7,"AllPesticides","East",2024,1010.22307723706,13.8182142804644,85.293078002435,0.782670552176561,0.820284285001587,0.411509759229669
"138",7,"AllPesticides","West",2019,711.014664744052,15.6104746708628,80.418337986013,0.676865408009132,2.13868726790451,0.42674278251137
"139",7,"AllPesticides","West",2020,707.227148512476,15.8812474976895,76.1173956272601,0.695611451150312,0.820847640206557,0.34929049485
"140",7,"AllPesticides","West",2021,518.935359256129,19.1118325655452,55.5598510990533,0.473267434006762,1.81808165680473,0.354403877490385
"141",7,"AllPesticides","West",2022,727.751118926106,14.6744999206459,60.4040729374787,0.877931440868465,1.36707572540694,0.307549552430746
"142",7,"AllPesticides","West",2023,841.964445208741,14.0596227415593,60.5613283415927,0.991218696975078,0.742731160378856,0.309093460456032
"143",7,"AllPesticides","West",2024,661.047071058553,15.8094674410795,75.8095261314748,0.653922735733818,0.450037378996389,NA
"144",7,"AllPesticides","",2010,1988.47573654391,14.8445728852493,73.1550047074575,1.2069050513711,2.47865521207764,0.390949758302961
"145",7,"AllPesticides","",2011,864.285965559656,15.8150402786248,73.8163114463051,0.901005179954736,1.75674627344521,0.375139894775422
"146",7,"AllPesticides","",2012,1044.93835560306,14.4443940736719,70.4393467810283,0.944436228167468,1.51486045409818,0.353945033792357
"147",7,"AllPesticides","",2013,1387.44874514656,13.3683535274973,64.9852251469313,1.21081155556471,1.80025988905483,0.36206070714956
"148",7,"AllPesticides","",2014,962.72836908762,13.150529081587,85.0854607206174,0.886749245524552,1.0065287667173,0.436351228614446
"149",7,"AllPesticides","",2015,4326.34091538886,15.992852972666,71.3147041749378,2.00720139712406,5.09810401732377,0.322197332883333
"150",7,"AllPesticides","",2016,997.173982229402,13.9034158293901,80.4711292962157,0.924620299038772,1.4214484450727,0.417954215658096
"151",7,"AllPesticides","",2017,1014.23209640799,14.2315533890746,76.0821949444196,1.00302693467267,1.4518191964806,0.370779774910342
"152",7,"AllPesticides","",2018,2874.61237030134,15.1831479543958,81.3927480558869,1.44542085098447,3.40501543957751,0.417834335404176
"153",8,"Control","East",2019,959.95533962759,14.9224995556224,62.7453153109297,0.863445716461317,1.39854271631982,0.392364709405
"154",8,"Control","East",2020,877.565396941005,15.3102897469264,62.6498784251712,0.773252928637427,2.15009718309859,0.22
"155",8,"Control","East",2021,1112.49994623656,14.6145096951271,63.7582777069892,1.0416081848871,2.11904613502935,0.335111738639344
"156",8,"Control","East",2022,1072.68676982249,14.4529568924385,65.7997166092237,0.968695008567981,2.53852819977326,0.255241813836634
"157",8,"Control","East",2023,1159.80653654728,13.5164100929209,68.1167464846697,1.04982539430997,1.792633404899,0.44
"158",8,"Control","East",2024,1123.2029827705,14.7560944293285,65.9622544062933,1.07856332080083,1.83239071150162,0.359766376000304
"159",8,"Control","West",2019,792.964887354651,13.7122832128961,55.5256416925727,0.806857235397166,0.930708955223881,0.356563781
"160",8,"Control","West",2020,564.273015222483,17.9484210485363,53.6580882547248,0.538962575032202,1.68393003512881,NA
"161",8,"Control","West",2021,557.4260021398,18.8373284828852,50.1654372549929,0.427172856414408,0.775137388512308,0.230916111
"162",8,"Control","West",2022,550.222157821229,16.9788313209218,59.8964606700545,0.592962581106844,2.35381682960894,0.486068781
"163",8,"Control","West",2023,574.624139323574,22.1487896303079,48.6041433477839,0.139951958010096,0.105648611812216,NA
"164",8,"Control","West",2024,607.911369449673,18.7959723546694,51.5428273866579,0.535764739562756,0.767329680150518,NA
"165",8,"Control","",2010,1259.05400483871,13.2908841311763,71.0710828273226,1.08548825150982,1.51983839329719,0.417553686521739
"166",8,"Control","",2011,954.735370697264,16.1172911841792,64.7888996416152,0.891014216341571,3.40182446902655,0.394489335090909
"167",8,"Control","",2012,948.429194774289,15.3626965318532,66.1796026981766,0.945881466217406,1.97104545454545,0.356878825642418
"168",8,"Control","",2013,1175.79802474062,13.867981054569,65.4959192836512,1.04111211010335,2.18832924028269,0.44
"169",8,"Control","",2014,1415.47644884842,13.4990197849785,66.5662741970755,1.12447136386449,1.68279041394335,0.2591016983
"170",8,"Control","",2015,1028.90523988711,16.1253537069198,55.294014748959,0.876256098662747,1.51937150170648,0.243209312288809
"171",8,"Control","",2016,871.867689060851,13.2631265029792,90.1213692850141,0.751393690194337,1.02975960519101,0.439753390485714
"172",8,"Control","",2017,965.930893979553,16.4139079997073,67.0197083475755,0.889125423089674,2.55504880793439,0.315318924899371
"173",8,"Control","",2018,1159.41872964169,15.6355764464984,58.9334791526547,1.0342136996262,2.19040034482759,0.217960424578947
"174",9,"Insecticide","East",2019,925.441300867245,13.4035669863075,72.9248562090994,1.06341747261667,1.27618762773723,0.212952811093366
"175",9,"Insecticide","East",2020,937.233146584804,14.9527182516769,71.0809689546278,0.965238709442253,1.70845282485876,0.347233480935829
"176",9,"Insecticide","East",2021,1041.0383023416,14.0462177609935,68.8513898617016,1.01867965076716,1.80319925816024,0.414397453533512
"177",9,"Insecticide","East",2022,1055.38352710134,13.3360659173441,63.8287943493409,1.134880616735,1.40829755146997,0.288331980516186
"178",9,"Insecticide","East",2023,912.345086070077,15.6417378866726,68.5696341589916,0.952916059095137,1.74349285026017,0.375586311003707
"179",9,"Insecticide","East",2024,1032.32735803964,13.7805622873434,74.8104752192751,0.993201073414442,1.42844518353948,0.410406590233994
"180",9,"Insecticide","West",2019,842.622977623073,14.4706870645241,65.7393039172093,0.897540490169849,1.17297983504283,0.308916999945334
"181",9,"Insecticide","West",2020,795.571677134217,15.5818294993743,62.7636066456734,0.750770998258293,1.15379073183084,0.356563781
"182",9,"Insecticide","West",2021,729.738915343915,15.6420425227778,55.8205967941909,0.716833189509659,0.854221790235081,0.320604328172414
"183",9,"Insecticide","West",2022,727.27385000864,15.7828844059354,55.1172414794211,0.697433760339969,0.839324181786764,0.317037299345628
"184",9,"Insecticide","West",2023,918.00380761523,14.2505399311548,57.7339351914454,0.897096194566633,0.843397444889779,0.306905489
"185",9,"Insecticide","West",2024,817.874271656478,14.8935813663322,70.9412280354468,0.792482424279441,0.705448344435103,0.356563781
"186",9,"Insecticide","",2010,918.017456303459,15.4580047079398,74.6790337927743,0.945253837052164,1.64441510551648,0.370531917858974
"187",9,"Insecticide","",2011,527.386519058296,19.2213710119192,70.2565884588397,0.753777485537421,2.26229715691635,0.357739374741936
"188",9,"Insecticide","",2012,1074.91693005181,14.0346591647572,66.7960711259003,1.07197307082206,1.73141391752577,0.234643178326829
"189",9,"Insecticide","",2013,1121.08210241127,14.8928770990734,66.1107644012923,1.0535173548805,1.7961436494731,0.262383439049242
"190",9,"Insecticide","",2014,519.426165842526,19.4190397675475,70.0765669676312,0.767691957432911,2.39595833778598,0.356156135921314
"191",9,"Insecticide","",2015,1062.89572608062,14.2789798557795,67.3025527373458,1.07170659177848,1.54444685592995,0.356563781
"192",9,"Insecticide","",2016,1242.93266690091,14.6947737721135,75.74380670685,0.989357121042952,1.51109863114153,0.287384186179552
"193",9,"Insecticide","",2017,752.542663285412,15.6176511531165,71.5305355259637,0.945719610239459,1.68278838162805,0.376803834793827
"194",9,"Insecticide","",2018,705.679118525896,14.4702238142211,69.3625736370569,0.88198983024409,1.05019504730106,0.345270891203593
"195",10,"FoliarFungicide","East",2019,1162.57939642325,13.0242602900671,76.4120452063748,1.00222515450335,1.25502917293233,0.439653312109418
"196",10,"FoliarFungicide","East",2020,1000.71718873239,15.1691358741972,63.6407759164845,0.915165305500282,2.40864175352544,0.28555061488
"197",10,"FoliarFungicide","East",2021,867.372766853933,14.3868609230852,66.7688759368586,0.919666085896067,2.68437284644195,0.312301187457627
"198",10,"FoliarFungicide","East",2022,896.051787473002,14.9202945036657,77.2987471307568,0.852342529673175,1.80271582853152,0.406518923898417
"199",10,"FoliarFungicide","East",2023,945.274439962768,13.2490371057281,83.1024471776475,0.812064390026166,0.918640487329434,0.44
"200",10,"FoliarFungicide","East",2024,1507.87997035371,14.4317324449494,64.5786128866336,1.15586315752162,2.67368429836687,0.305688571707744
"201",10,"FoliarFungicide","West",2019,766.211787868038,17.1175866646521,67.1065999286226,0.761387013696346,3.85644984076433,0.356563781
"202",10,"FoliarFungicide","West",2020,887.279780578898,15.1661738009851,56.3818849897199,0.771934020291317,1.00719344101811,0.356563781
"203",10,"FoliarFungicide","West",2021,2740.8325151182,13.045297991564,97.6280183537603,1.08591594254206,0.641733704773697,0.251017157898978
"204",10,"FoliarFungicide","West",2022,896.314600438734,16.9697611742123,54.8818815973722,0.648134535905124,1.79511220424363,NA
"205",10,"FoliarFungicide","West",2023,489.327048611111,19.1840633268511,64.5529777774105,0.522281495729167,4.89847734387107,NA
"206",10,"FoliarFungicide","West",2024,1325.96100474369,17.0529076856496,57.0958761743477,0.825704817957056,2.55208285290726,0.356563781
"207",10,"FoliarFungicide","",2010,548.742150968604,19.513434452655,69.3013223493587,0.779290450477956,2.45025607460931,0.351375756916811
"208",10,"FoliarFungicide","",2011,1030.95480461481,16.0801836919129,66.5187670254745,1.02126866156383,1.66773598811293,0.356563781
"209",10,"FoliarFungicide","",2012,1243.84768911326,14.7352137895594,60.6361676077648,1.1256299447269,2.0341250104945,0.214657698414852
"210",10,"FoliarFungicide","",2013,1239.94015239478,13.0339762648295,64.9333873775944,1.20771300640747,1.84794805666546,0.218340807763158
"211",10,"FoliarFungicide","",2014,978.021094319958,15.8063648207973,67.1308734228192,0.996813320801459,2.0378664229765,0.350692320159942
"212",10,"FoliarFungicide","",2015,899.066168337891,17.2309578251109,62.7352568189638,0.92433761442654,2.16286284083703,0.319915106895231
"213",10,"FoliarFungicide","",2016,1183.0341611479,14.475128863223,64.9298686958499,1.08121878488466,2.53893066298343,0.364148891818182
"214",10,"FoliarFungicide","",2017,1203.60997993051,14.5446908926815,65.1134773737296,1.09384284159978,2.02275733913304,0.364285015837306
"215",10,"FoliarFungicide","",2018,959.032580894224,16.0924019858163,67.2039983219775,0.976810170068014,1.9442340137443,0.356563781
"216",11,"SoilDrenchFungicide","East",2019,933.876162260711,14.6504272836919,64.6655052376846,0.898443515278031,2.09684667274385,0.345764083365385
"217",11,"SoilDrenchFungicide","East",2020,1055.04322368421,13.9684903070833,64.0811984798684,0.917133789370067,2.0106559354226,0.356563781
