"","Plot","Treatment","Year","CWM_LeafArea_Biom_sownSp","CWM_Nmass_Biom_sownSp","CWM_LMA_Biom_sownSp","CWM_PlantHeight_Biom_sownSp","CWM_DiasporeMass_Biom_sownSp","CWM_LDMC_Biom_sownSp","BigBioPlot","NumSp","FgNum","Fgset","C3","C4","Forb","Legume","Woody"
"17",2,"Insecticide",2009,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"18",2,"Insecticide",2010,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"19",2,"Insecticide",2011,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"20",2,"Insecticide",2012,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"21",2,"Insecticide",2013,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"22",2,"Insecticide",2014,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"23",2,"Insecticide",2015,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"24",2,"Insecticide",2016,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"25",2,"Insecticide",2017,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"26",2,"Insecticide",2018,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"27",2,"Insecticide",2021,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"28",2,"Insecticide",2022,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"29",2,"Insecticide",2023,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"30",2,"Insecticide",2024,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"31",3,"Control",2007,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"32",3,"Control",2009,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"33",3,"Control",2010,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"34",3,"Control",2011,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"35",3,"Control",2012,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"36",3,"Control",2013,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"37",3,"Control",2014,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"38",3,"Control",2015,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"39",3,"Control",2016,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"40",3,"Control",2017,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"41",3,"Control",2018,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"42",3,"Control",2021,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"43",3,"Control",2022,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"44",3,"Control",2023,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"45",3,"Control",2024,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"46",4,"SoilDrenchFungicide",2007,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"47",4,"SoilDrenchFungicide",2009,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"48",4,"SoilDrenchFungicide",2010,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"49",4,"SoilDrenchFungicide",2011,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"50",4,"SoilDrenchFungicide",2012,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"51",4,"SoilDrenchFungicide",2013,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"52",4,"SoilDrenchFungicide",2014,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"53",4,"SoilDrenchFungicide",2015,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"54",4,"SoilDrenchFungicide",2016,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"55",4,"SoilDrenchFungicide",2017,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"56",4,"SoilDrenchFungicide",2018,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"57",4,"SoilDrenchFungicide",2021,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"58",4,"SoilDrenchFungicide",2022,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"59",4,"SoilDrenchFungicide",2023,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"60",4,"SoilDrenchFungicide",2024,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"61",5,"FoliarFungicide",2007,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"62",5,"FoliarFungicide",2009,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"63",5,"FoliarFungicide",2010,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"64",5,"FoliarFungicide",2011,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"65",5,"FoliarFungicide",2012,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"66",5,"FoliarFungicide",2013,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"67",5,"FoliarFungicide",2014,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"68",5,"FoliarFungicide",2015,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"69",5,"FoliarFungicide",2016,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"70",5,"FoliarFungicide",2017,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"71",5,"FoliarFungicide",2018,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"72",5,"FoliarFungicide",2021,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"73",5,"FoliarFungicide",2022,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"74",5,"FoliarFungicide",2023,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"75",5,"FoliarFungicide",2024,295.37,21.31478212,72.04352366,0.649699861,2.627,0.356563781,29,1,1,"L",0,0,0,1,0
"76",6,"FoliarFungicide",2007,1181.99873136599,16.4121736103031,68.364766018872,0.900263304434743,5.29301454386476,0.204465442614989,64,32,5,"34FLW",1,1,1,1,1
"77",6,"FoliarFungicide",2009,233.677758810573,24.2416112514235,59.2127410092428,0.421831330875826,16.7980606828194,0.152833185984431,64,32,5,"34FLW",1,1,1,1,1
"78",6,"FoliarFungicide",2010,338.112693609818,21.2907001213669,58.1987690846911,0.495877372866695,12.5353058611934,0.141174945286753,64,32,5,"34FLW",1,1,1,1,1
"79",6,"FoliarFungicide",2011,287.500294759825,22.6502006628374,59.1545587018349,0.390086443531659,11.2363198016295,0.164546094272846,64,32,5,"34FLW",1,1,1,1,1
"80",6,"FoliarFungicide",2012,581.065132352941,18.5493130987757,62.1864428693713,0.760685963316544,5.72892595588235,0.144087180383803,64,32,5,"34FLW",1,1,1,1,1
"81",6,"FoliarFungicide",2013,243.165892265193,21.5388341094856,77.4480040627816,0.479637864752762,3.19399862662942,0.282098356738032,64,32,5,"34FLW",1,1,1,1,1
"82",6,"FoliarFungicide",2014,323.339929213698,23.0545619831261,57.644059288634,0.423009904420126,12.547472335948,0.141258018556561,64,32,5,"34FLW",1,1,1,1,1
"83",6,"FoliarFungicide",2015,319.523757861635,14.747625019662,70.9325772297027,0.995896396927411,2.31135923761118,0.217132593883729,64,32,5,"34FLW",1,1,1,1,1
"84",6,"FoliarFungicide",2016,307.519101315149,16.7876047181198,69.5990179529542,0.825232563878227,1.60375280077935,0.213240656339916,64,32,5,"34FLW",1,1,1,1,1
"85",6,"FoliarFungicide",2017,334.748769940274,20.0637558407029,70.4109657373815,0.557384943445528,2.78022596691588,0.189873803899191,64,32,5,"34FLW",1,1,1,1,1
"86",6,"FoliarFungicide",2018,509.123652999768,18.2051517124577,68.4294199905675,0.644147278950429,5.71277243456104,0.2327962803824,64,32,5,"34FLW",1,1,1,1,1
"87",6,"FoliarFungicide",2021,1632.2359700428,14.5268172511959,73.8016039174158,1.13663582103566,1.81671718213058,0.241506737585542,64,32,5,"34FLW",1,1,1,1,1
"88",6,"FoliarFungicide",2022,383.924671426683,20.8312404930973,66.6006374724951,0.481489910510379,11.206003973291,0.204183286966887,64,32,5,"34FLW",1,1,1,1,1
"89",6,"FoliarFungicide",2023,722.277303794001,17.7433742259458,60.1329221235571,0.835766100390426,8.28891135460896,0.166589402098438,64,32,5,"34FLW",1,1,1,1,1
"90",6,"FoliarFungicide",2024,588.929281335631,20.1648140170847,57.4752838539518,0.635589466316252,11.1377414616232,0.161508760967142,64,32,5,"34FLW",1,1,1,1,1
"91",7,"Insecticide",2007,1083.06936645397,17.556856888062,70.2527512480448,0.901918735273473,3.28950025839793,0.250817831036193,64,32,5,"34FLW",1,1,1,1,1
"92",7,"Insecticide",2009,308.338005591799,22.4364064221142,64.5179769612474,0.488821775131407,11.1906135306554,0.198104762152077,64,32,5,"34FLW",1,1,1,1,1
"93",7,"Insecticide",2010,465.828446294094,15.1625026488153,68.1041662758885,0.876685537814507,3.24891777003484,0.240100839123035,64,32,5,"34FLW",1,1,1,1,1
"94",7,"Insecticide",2011,444.046540178571,18.6227784599309,67.7144290113755,0.674583891161086,3.60717774745269,0.268178466326497,64,32,5,"34FLW",1,1,1,1,1
"95",7,"Insecticide",2012,474.112565476191,12.8484505889413,64.5351091471001,0.891694788503571,1.1879496547756,0.25926432665767,64,32,5,"34FLW",1,1,1,1,1
"96",7,"Insecticide",2013,845.931792668958,16.1043488341065,58.2523002698969,0.870045150810997,3.65758591065292,0.222477477910828,64,32,5,"34FLW",1,1,1,1,1
"97",7,"Insecticide",2014,552.38617397454,14.126692899452,72.8709337350999,0.904129802152051,1.29129987105093,0.280491815548896,64,32,5,"34FLW",1,1,1,1,1
"98",7,"Insecticide",2015,1103.33418873545,13.6031776906016,57.9858672861715,1.08625189167055,2.05384391204463,0.251861974847697,64,32,5,"34FLW",1,1,1,1,1
"99",7,"Insecticide",2016,524.063666826233,15.4994192636419,87.3152491033661,0.558522772404978,2.62793754090697,0.390705960290462,64,32,5,"34FLW",1,1,1,1,1
"100",7,"Insecticide",2017,545.392045874954,18.1699521659452,71.5067314224454,0.766459326615982,2.4563,0.282790793532134,64,32,5,"34FLW",1,1,1,1,1
"101",7,"Insecticide",2018,672.21110817942,12.8481329222193,69.0819436691105,1.07336500407828,1.4622097582038,0.214605695180488,64,32,5,"34FLW",1,1,1,1,1
"102",7,"Insecticide",2021,1050.60500464253,13.3449980301578,65.1618727382312,1.04677680722795,1.54786142061281,0.354239855578199,64,32,5,"34FLW",1,1,1,1,1
"103",7,"Insecticide",2022,1118.24128437935,14.4335063242601,66.7053710552356,1.07904059598502,1.67420435416529,0.3924354095962,64,32,5,"34FLW",1,1,1,1,1
"104",7,"Insecticide",2023,961.317910312547,14.3019358213,61.8691592279677,1.02565342419387,1.59554460214404,0.365888728744526,64,32,5,"34FLW",1,1,1,1,1
"105",7,"Insecticide",2024,1067.71683818733,13.5539111695495,77.5111209415345,0.954199931351752,2.03358090633514,0.398918976138966,64,32,5,"34FLW",1,1,1,1,1
"106",8,"AllPesticides",2007,399.55082616179,20.4291616774368,79.434006910233,0.525612257533563,6.40103395472703,0.298948076225971,64,32,5,"34FLW",1,1,1,1,1
"107",8,"AllPesticides",2009,580.350478073329,22.7662588007189,67.4605726750827,0.442807782563264,15.3251593457944,0.200145028085266,64,32,5,"34FLW",1,1,1,1,1
"108",8,"AllPesticides",2010,456.790993013972,17.5091977474351,66.3239459131188,0.623597150312375,5.63608088822355,0.271492262764843,64,32,5,"34FLW",1,1,1,1,1
"109",8,"AllPesticides",2011,284.489514957886,24.0160502697909,60.479622689454,0.403493809756608,14.3418785652048,0.173257278776442,64,32,5,"34FLW",1,1,1,1,1
"110",8,"AllPesticides",2012,429.393388804841,17.8938722000303,71.7764417797579,0.653451636771558,1.82098895612708,0.375424556863971,64,32,5,"34FLW",1,1,1,1,1
"111",8,"AllPesticides",2013,365.96860943597,22.0614834298475,58.3612499557219,0.422160206097552,12.6086180205747,0.172153320537677,64,32,5,"34FLW",1,1,1,1,1
"112",8,"AllPesticides",2014,635.420772413793,14.4481407191862,64.3335357955069,0.90578773431,1.52412462068966,0.266052806266003,64,32,5,"34FLW",1,1,1,1,1
"113",8,"AllPesticides",2015,370.599537842364,18.4029368267387,64.6758598036929,0.676082312486576,8.35102843444438,0.213262114232869,64,32,5,"34FLW",1,1,1,1,1
"114",8,"AllPesticides",2016,410.683517786561,17.8087782193029,70.6459847156558,0.643818958911966,1.90417412863816,0.367129408414966,64,32,5,"34FLW",1,1,1,1,1
"115",8,"AllPesticides",2017,224.897871448533,24.2148304393898,62.5213401965626,0.386877538960876,13.3244870517,0.166264330620614,64,32,5,"34FLW",1,1,1,1,1
"116",8,"AllPesticides",2018,1252.86788426763,16.1910247745389,72.5473794719168,0.901648460938517,1.27014683544304,0.253309378139535,64,32,5,"34FLW",1,1,1,1,1
"117",8,"AllPesticides",2021,817.80889224572,15.4415450562001,63.9660079595267,0.993737761063109,5.62300701577711,0.221712905545209,64,32,5,"34FLW",1,1,1,1,1
"118",8,"AllPesticides",2022,722.265256071171,13.5224108457033,76.1077885351759,0.96438803408712,1.82142799551174,0.301058626410324,64,32,5,"34FLW",1,1,1,1,1
"119",8,"AllPesticides",2023,422.585700378353,23.5172350744369,59.0079805453165,0.479904800474387,16.2807119712622,0.146105083632144,64,32,5,"34FLW",1,1,1,1,1
"120",8,"AllPesticides",2024,434.562665825977,14.1094370358592,71.3004587945736,0.998328109723352,2.86078888226528,0.23332147177286,64,32,5,"34FLW",1,1,1,1,1
"121",9,"Control",2007,332.158001605136,23.4362673741621,77.2300732340476,0.418099413470305,9.21847577838828,0.211384909792627,64,32,5,"34FLW",1,1,1,1,1
"122",9,"Control",2009,282.311152679474,18.2101500774409,76.1133801204075,0.862008021674418,1.86870122249389,0.272204178784722,64,32,5,"34FLW",1,1,1,1,1
"123",9,"Control",2010,2022.33270941652,14.1562587478278,88.5890247535529,0.977821661093587,2.73545701906413,0.265679442999341,64,32,5,"34FLW",1,1,1,1,1
"124",9,"Control",2011,530.119106951872,20.0155291669091,70.467788409385,0.69010089205508,1.55807368983957,0.396345882440945,64,32,5,"34FLW",1,1,1,1,1
"125",9,"Control",2012,750.985210577865,15.2770912599412,80.0670509483741,0.794189540156709,2.87980225269344,0.413470305711409,64,32,5,"34FLW",1,1,1,1,1
"126",9,"Control",2013,319.02067788899,15.5424636870716,71.2616385651547,1.00243294852411,1.75218723081589,0.216882960208141,64,32,5,"34FLW",1,1,1,1,1
"127",9,"Control",2014,576.533292521739,14.9045192044661,86.717806393808,0.546759478362435,0.964992055652174,0.431325330989583,64,32,5,"34FLW",1,1,1,1,1
"128",9,"Control",2015,303.500918869881,22.2231629818837,81.9463001595075,0.589129990608346,1.90231160763697,0.360851708680786,64,32,5,"34FLW",1,1,1,1,1
"129",9,"Control",2016,1100.55612293144,12.9962155834376,85.7144334346239,0.93409274079121,1.55786732215775,0.2585694452843,64,32,5,"34FLW",1,1,1,1,1
"130",9,"Control",2017,392.164682122371,20.4656670041412,68.4422028418932,0.627523822586281,2.33357082400094,0.352332188126538,64,32,5,"34FLW",1,1,1,1,1
"131",9,"Control",2018,529.961510107016,19.6466836630202,79.6724504324138,0.70018074136742,1.6836820451843,0.301268732734568,64,32,5,"34FLW",1,1,1,1,1
"132",9,"Control",2021,558.363367609255,18.9620442258269,73.2872095608912,0.867606518197943,2.92832159383033,0.304177934396419,64,32,5,"34FLW",1,1,1,1,1
"133",9,"Control",2022,734.09103017926,13.3538788244497,85.1131154948423,0.737682711356819,1.53794320399365,0.352309719006596,64,32,5,"34FLW",1,1,1,1,1
"134",9,"Control",2023,714.108547837204,23.1106890237752,60.4493016480184,0.600629035008363,5.07461627811675,0.206574850090456,64,32,5,"34FLW",1,1,1,1,1
"135",9,"Control",2024,1056.13427782003,16.2955527481257,81.4826965568563,0.848758992890545,1.3302506869455,0.358383427149669,64,32,5,"34FLW",1,1,1,1,1
"136",10,"SoilDrenchFungicide",2007,594.405814332248,22.5581907154625,91.7114888549833,0.728893560540717,1.96870606612072,0.293461724815104,64,32,5,"34FLW",1,1,1,1,1
"137",10,"SoilDrenchFungicide",2010,549.340952593918,14.2744155740921,89.3805072650939,0.580251226860018,1.86151860465116,0.405102924617741,64,32,5,"34FLW",1,1,1,1,1
"138",10,"SoilDrenchFungicide",2011,444.208977877345,19.4758295046878,75.2590824772375,0.591712310055167,5.41735773111535,0.313648506638494,64,32,5,"34FLW",1,1,1,1,1
"139",10,"SoilDrenchFungicide",2012,615.561763858891,13.4718978998673,104.312408918205,0.548032328720662,0.62858219273743,0.434390201518703,64,32,5,"34FLW",1,1,1,1,1
"140",10,"SoilDrenchFungicide",2013,300.6169844098,13.1718137214195,74.9276113273853,1.03790153917862,1.54884190051967,0.233705369479261,64,32,5,"34FLW",1,1,1,1,1
"141",10,"SoilDrenchFungicide",2014,971.114359531046,15.1692445400873,67.6607402886201,1.03568686157056,2.8603395677473,0.352219925058471,64,32,5,"34FLW",1,1,1,1,1
"142",10,"SoilDrenchFungicide",2015,1134.35296337041,13.3373841556509,61.912329850612,1.15801732638227,2.03767218351465,0.392302969092425,64,32,5,"34FLW",1,1,1,1,1
"143",10,"SoilDrenchFungicide",2016,708.504155945855,12.8460470718582,101.807266041969,0.628740845091845,0.471379796397807,0.439202915373378,64,32,5,"34FLW",1,1,1,1,1
"144",10,"SoilDrenchFungicide",2017,374.161961486789,21.3184430277922,63.3338521241917,0.532854711200627,8.72866014330497,0.196175836486188,64,32,5,"34FLW",1,1,1,1,1
"145",10,"SoilDrenchFungicide",2018,840.14018466704,17.6648547788173,67.6599607772862,0.945413697261332,2.704482312566,0.246022649235808,64,32,5,"34FLW",1,1,1,1,1
"146",10,"SoilDrenchFungicide",2021,851.062691871456,13.2347443591909,67.0664928673006,1.09696163034972,2.64511871455577,0.224021156787526,64,32,5,"34FLW",1,1,1,1,1
"147",10,"SoilDrenchFungicide",2022,1130.51901521555,12.9841999513557,59.4764564527626,1.15482740916531,1.90944758558749,0.375274818671066,64,32,5,"34FLW",1,1,1,1,1
"148",10,"SoilDrenchFungicide",2023,742.317502665922,16.6909128910293,76.6932979136693,0.798159377998781,1.99274122784746,0.313960751189551,64,32,5,"34FLW",1,1,1,1,1
"149",10,"SoilDrenchFungicide",2024,1206.79444576877,12.1965396358461,55.8051371114876,1.28896615412837,1.76104997638698,0.234925451125759,64,32,5,"34FLW",1,1,1,1,1
"150",16,"FoliarFungicide",2007,416.592193732194,20.0149283466857,61.1772464947104,0.617230048695157,7.9761547008547,0.25900569993617,78,32,5,"34FLW",1,1,1,1,1
"151",16,"FoliarFungicide",2009,662.121264648849,18.3674774705387,63.0273013728151,0.835290584887362,4.75199183036843,0.28361907448488,78,32,5,"34FLW",1,1,1,1,1
"152",16,"FoliarFungicide",2010,520.379770114943,17.029409334748,66.087061664076,0.672228942865606,3.34706604774536,0.309921979362745,78,32,5,"34FLW",1,1,1,1,1
"153",16,"FoliarFungicide",2011,1725.00487438313,16.8740886640175,84.7022016137932,0.824746404367878,3.26985834454912,0.234775304516556,78,32,5,"34FLW",1,1,1,1,1
"154",16,"FoliarFungicide",2012,864.954176706827,15.6187242490027,56.7767503617805,0.88974371882095,4.46564340696118,0.257525987976879,78,32,5,"34FLW",1,1,1,1,1
"155",16,"FoliarFungicide",2013,1783.51153952603,17.330388999827,84.2418254886819,0.803395562852794,6.52251046531742,0.21390752310434,78,32,5,"34FLW",1,1,1,1,1
"156",16,"FoliarFungicide",2014,1555.76032066769,13.7530926043532,70.7878219981133,0.979068536257852,1.45013606413354,0.256143340694896,78,32,5,"34FLW",1,1,1,1,1
"157",16,"FoliarFungicide",2015,782.15472703942,17.1077077865329,64.3498692608941,0.949269328907573,2.02688888343744,0.164806455742268,78,32,5,"34FLW",1,1,1,1,1
"158",16,"FoliarFungicide",2016,665.950702731371,15.0025099410819,80.2489915551684,0.655028137339433,1.75972887828162,0.402890963728487,78,32,5,"34FLW",1,1,1,1,1
"159",16,"FoliarFungicide",2017,804.280425319489,16.422255436883,58.2527030660124,0.837453342375,5.76042601837061,0.209327249763971,78,32,5,"34FLW",1,1,1,1,1
"160",16,"FoliarFungicide",2018,1104.09843675418,14.5673912535143,61.5608690158115,1.06880374488663,2.65842359785203,0.284407614183007,78,32,5,"34FLW",1,1,1,1,1
"161",16,"FoliarFungicide",2021,1139.37321041215,12.3468096743167,80.2922295156616,0.823741553585683,0.684086117136659,0.364442395270936,78,32,5,"34FLW",1,1,1,1,1
"162",16,"FoliarFungicide",2022,976.50214028777,12.9589566932312,75.2316811592751,0.89052017645355,1.530830231467,0.28404465739145,78,32,5,"34FLW",1,1,1,1,1
"163",16,"FoliarFungicide",2023,1337.43759945386,13.9057833376721,69.9759316599131,1.0254024830643,3.00713893129771,0.252578755131118,78,32,5,"34FLW",1,1,1,1,1
"164",16,"FoliarFungicide",2024,1017.102720127,13.3632278407374,70.851414931078,1.01997952766958,1.4887015507628,0.432089761168142,78,32,5,"34FLW",1,1,1,1,1
"165",17,"Control",2007,605.528280851064,18.6668099781897,74.3811605212759,0.934833231680851,3.22080885057471,0.265970559752577,78,32,5,"34FLW",1,1,1,1,1
"166",17,"Control",2009,305.96833836858,22.0276264750926,62.2648555635717,0.540530530473649,13.0012601559961,0.167738955877954,78,32,5,"34FLW",1,1,1,1,1
"167",17,"Control",2010,881.418374632507,19.3738469938869,78.3996018446217,0.904330613754305,3.83051690794865,0.282756037902968,78,32,5,"34FLW",1,1,1,1,1
"168",17,"Control",2011,348.234628745115,21.7610477718697,66.6879176705769,0.470591130876248,8.44613661350526,0.214176315377093,78,32,5,"34FLW",1,1,1,1,1
"169",17,"Control",2012,1008.80437478109,16.6277619452809,63.3432574822295,0.987201851845884,5.14593538553497,0.188602451296993,78,32,5,"34FLW",1,1,1,1,1
"170",17,"Control",2013,397.085691076625,17.806394674098,64.8385723705674,0.797226729690834,6.06251753152279,0.193948728923901,78,32,5,"34FLW",1,1,1,1,1
"171",17,"Control",2014,495.624461391802,20.8841052054203,88.6718025096471,0.607710534316969,3.20066144935345,0.346784103096282,78,32,5,"34FLW",1,1,1,1,1
"172",17,"Control",2015,463.536694066273,13.0904888925263,68.2760127149666,1.07601961951169,2.13051690213203,0.219916515917292,78,32,5,"34FLW",1,1,1,1,1
"173",17,"Control",2016,1137.66295643818,17.9649963300913,63.7720666103427,0.82729499917665,8.58699128763613,0.172446081121125,78,32,5,"34FLW",1,1,1,1,1
"174",17,"Control",2017,400.130051612903,20.8761508848602,63.2493471391484,0.412322120269247,11.5171938064516,0.220683726287102,78,32,5,"34FLW",1,1,1,1,1
"175",17,"Control",2018,1326.53563716489,13.9447590685935,63.3331222679067,1.11973013984906,3.26591590157914,0.259748704933237,78,32,5,"34FLW",1,1,1,1,1
"176",17,"Control",2021,663.205896050671,21.2041498171963,58.606080114089,0.633333942180887,5.38743492921013,0.218527137042228,78,32,5,"34FLW",1,1,1,1,1
